Year,Trip Number,ADFG Number,Vessel Name,Sampler Name,Sample Date,Project Code,Project,Delivery Code,Delivery,Sample Type Code,Sample Type,Groundfish Stat Area,Groundfish Stat Area Group,Groundfish Management Area Code,Lingcod Management Area Code,Species Code,Species,Specimen Number,Length Type Code,Length Type,Length Millimeters,Weight Kilograms,Sex Code,Sex,Maturity Code,Maturity,Age,Age Readability Code,Age Readability
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,13,1,Tip of snout to fork of tail,690,4.2,2,Female,3,Mature/developing,6,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,14,1,Tip of snout to fork of tail,610,2.55,1,Male,3,Mature/developing,5,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,15,1,Tip of snout to fork of tail,470,1.09,1,Male,3,Mature/developing,4,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,16,1,Tip of snout to fork of tail,660,3.67,1,Male,3,Mature/developing,5,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,17,1,Tip of snout to fork of tail,630,2.5,1,Male,3,Mature/developing,5,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,18,1,Tip of snout to fork of tail,500,1.55,2,Female,2,Maturing Juvenile,4,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,19,1,Tip of snout to fork of tail,600,2.42,2,Female,3,Mature/developing,4,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,20,1,Tip of snout to fork of tail,660,2.9,2,Female,4,Spawning,6,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,21,1,Tip of snout to fork of tail,630,2.69,1,Male,3,Mature/developing,6,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,22,1,Tip of snout to fork of tail,630,2.77,2,Female,3,Mature/developing,5,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,23,1,Tip of snout to fork of tail,660,3.06,1,Male,3,Mature/developing,5,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,24,1,Tip of snout to fork of tail,670,3.74,2,Female,3,Mature/developing,6,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,25,1,Tip of snout to fork of tail,660,4.17,2,Female,3,Mature/developing,5,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,26,1,Tip of snout to fork of tail,580,2.15,2,Female,3,Mature/developing,4,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,27,1,Tip of snout to fork of tail,530,2.1,1,Male,3,Mature/developing,4,4,Somewhat Unsure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,28,1,Tip of snout to fork of tail,570,1.95,2,Female,3,Mature/developing,5,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,29,1,Tip of snout to fork of tail,550,1.67,1,Male,3,Mature/developing,5,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,30,1,Tip of snout to fork of tail,610,2.38,2,Female,3,Mature/developing,5,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,31,1,Tip of snout to fork of tail,670,2.72,2,Female,5,Spent,5,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,32,1,Tip of snout to fork of tail,620,2.87,2,Female,3,Mature/developing,5,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,33,1,Tip of snout to fork of tail,530,1.64,1,Male,3,Mature/developing,5,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,34,1,Tip of snout to fork of tail,640,3.06,2,Female,3,Mature/developing,5,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,35,1,Tip of snout to fork of tail,600,2.7,1,Male,3,Mature/developing,5,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,36,1,Tip of snout to fork of tail,730,3.87,2,Female,3,Mature/developing,6,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,37,1,Tip of snout to fork of tail,610,2.69,1,Male,3,Mature/developing,5,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,38,1,Tip of snout to fork of tail,630,2.86,1,Male,3,Mature/developing,5,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,39,1,Tip of snout to fork of tail,580,2.37,2,Female,3,Mature/developing,4,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,40,1,Tip of snout to fork of tail,680,3.74,2,Female,3,Mature/developing,4,4,Somewhat Unsure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,41,1,Tip of snout to fork of tail,560,1.97,1,Male,3,Mature/developing,5,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,42,1,Tip of snout to fork of tail,630,2.86,2,Female,3,Mature/developing,5,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,43,1,Tip of snout to fork of tail,590,2.07,1,Male,3,Mature/developing,5,1,Very Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,44,1,Tip of snout to fork of tail,600,2.52,1,Male,3,Mature/developing,5,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,45,1,Tip of snout to fork of tail,560,2.12,1,Male,3,Mature/developing,4,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,46,1,Tip of snout to fork of tail,550,2.86,2,Female,3,Mature/developing,5,2,Comfortably Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,47,1,Tip of snout to fork of tail,530,1.64,2,Female,3,Mature/developing,4,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,48,1,Tip of snout to fork of tail,570,2.44,2,Female,3,Mature/developing,5,3,Fairly Sure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,49,1,Tip of snout to fork of tail,620,2.65,1,Male,3,Mature/developing,5,4,Somewhat Unsure
2022,4010,31796,FORTUNE,"Aaron Baldwin, Madison Bargas",3/10/2022 10:15,602,Commercial Longline Trip,1,Whole fish/food fish,1,Random,345702,,NSEI,NSEI,110,Pacific cod,50,1,Tip of snout to fork of tail,710,4.11,2,Female,3,Mature/developing,6,2,Comfortably Sure
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,1,1,Tip of snout to fork of tail,460,0.12,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,2,1,Tip of snout to fork of tail,550,0.23,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,3,1,Tip of snout to fork of tail,560,0.25,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,4,1,Tip of snout to fork of tail,570,0.24,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,5,1,Tip of snout to fork of tail,510,0.22,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,6,1,Tip of snout to fork of tail,470,0.15,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,7,1,Tip of snout to fork of tail,570,0.32,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,8,1,Tip of snout to fork of tail,400,0.1,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,9,1,Tip of snout to fork of tail,450,0.16,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,10,1,Tip of snout to fork of tail,450,0.16,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,11,1,Tip of snout to fork of tail,590,0.29,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,12,1,Tip of snout to fork of tail,560,0.23,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,13,1,Tip of snout to fork of tail,440,0.13,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,14,1,Tip of snout to fork of tail,460,0.18,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,15,1,Tip of snout to fork of tail,580,0.27,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,16,1,Tip of snout to fork of tail,530,0.19,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,17,1,Tip of snout to fork of tail,480,0.17,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,18,1,Tip of snout to fork of tail,450,0.15,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,19,1,Tip of snout to fork of tail,580,0.25,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,20,1,Tip of snout to fork of tail,450,0.13,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,21,1,Tip of snout to fork of tail,460,0.16,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,22,1,Tip of snout to fork of tail,550,0.25,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,23,1,Tip of snout to fork of tail,540,0.25,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,24,1,Tip of snout to fork of tail,500,0.24,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,25,1,Tip of snout to fork of tail,530,0.23,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,26,1,Tip of snout to fork of tail,500,0.19,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,27,1,Tip of snout to fork of tail,440,0.14,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,28,1,Tip of snout to fork of tail,480,0.16,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,29,1,Tip of snout to fork of tail,610,0.29,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,30,1,Tip of snout to fork of tail,450,0.14,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,31,1,Tip of snout to fork of tail,540,0.26,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,32,1,Tip of snout to fork of tail,590,0.23,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,33,1,Tip of snout to fork of tail,420,0.13,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,34,1,Tip of snout to fork of tail,530,0.21,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,35,1,Tip of snout to fork of tail,470,0.15,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,36,1,Tip of snout to fork of tail,480,0.17,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,37,1,Tip of snout to fork of tail,490,0.18,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,38,1,Tip of snout to fork of tail,510,0.21,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,39,1,Tip of snout to fork of tail,460,0.15,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,40,1,Tip of snout to fork of tail,490,0.17,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,41,1,Tip of snout to fork of tail,470,0.17,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,42,1,Tip of snout to fork of tail,470,0.18,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,43,1,Tip of snout to fork of tail,540,0.26,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,44,1,Tip of snout to fork of tail,510,0.2,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,45,1,Tip of snout to fork of tail,520,0.19,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,46,1,Tip of snout to fork of tail,520,0.22,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,47,1,Tip of snout to fork of tail,580,0.26,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,48,1,Tip of snout to fork of tail,450,0.16,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,49,1,Tip of snout to fork of tail,480,0.16,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,50,1,Tip of snout to fork of tail,530,0.19,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,51,1,Tip of snout to fork of tail,570,0.26,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,52,1,Tip of snout to fork of tail,480,0.16,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,53,1,Tip of snout to fork of tail,470,0.11,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,54,1,Tip of snout to fork of tail,480,0.19,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,55,1,Tip of snout to fork of tail,540,0.21,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,56,1,Tip of snout to fork of tail,560,0.22,0,Not observed,,,,,
2022,4011,13140,BARANOF QUEEN,"Chessaly Towne, Nicholas Whicker",9/30/2022 8:09,617,Commercial Pot Trip,1,Whole fish/food fish,1,Random,325531,,SSEI,SSEIW,202,Black Hagfish,57,1,Tip of snout to fork of tail,570,0.26,0,Not observed,,,,,
